순번,지식재산권 명칭,출원구분,출원국,출원일자,출원번호,등록일자,등록번호
13401,통신전자전장비의 대전력증폭기 실시간 동작 제어 모의 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-211-004725
13402,보정세트& 방위측정용(XOQ-280K) 프로그램 Ver 2009,국내 저작권,대한민국,,,2010-08-26,2010-01-299-004724
13403,시험세트& 전자계통용(XOQ-270K) 프로그램 Ver 2009,국내 저작권,대한민국,,,2010-08-26,2010-01-299-004723
13404,시험세트& 전자계통용(XOQ-260K) 프로그램 Ver 2009,국내 저작권,대한민국,,,2010-08-26,2010-01-299-004722
13405,저속의 주파수 도약 무전기에서 2홉 VoIP 음성중계를 위한 FH 프레임 크기 산출 알고리즘,국내 저작권,대한민국,,,2010-08-26,2010-01-249-004721
13406,전술용 SDR 무전기(차량용) 조정기 GUI 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-249-004720
13407,군용 VHF 무선전송장비 주파수지정 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-249-004719
13408,군단망 통제소용 통신장비 구성& 장애& 성능관리 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-241-004718
13409,군단망 통제소용 통신망 설정을 위한 계획 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-241-004717
13410,군단망 통제소용 운용업무처리 지원 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-241-004716
13411,빔 공간 분해 방법을 적용한 널링 안테나 시뮬레이션 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-123-004715
13412,유전(Genetic) 알고리즘을 이용한 널 형성 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-123-004714
13413,국방 참조 데이터 관리 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-239-004713
13414,국방 데이터 표준화 프로세스 자동화 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-239-004712
13415,국방 데이터 요소 표준 관리 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-239-004711
13416,국방 데이터 모델 관리 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-239-004710
13417,함정소나 수동모드에 대한 자항식 기만기의 기만능력 예측 모델,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004709
13418,함정소나 능동모드에 대한 자항식 기만기의 기만능력 예측 모델,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004708
13419,능동소나 표적거리 탐지오차 예측 모델,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004707
13420,함정 전투체계용 정보처리장치 다중화 상태 감시 및 실시간 마스터 선출 프로그램 Ver 1.0,국내 저작권,대한민국,,,2010-08-26,2010-01-199-004706
13421,평면배열센서에 대한 수중음향 빔포밍 시뮬레이션 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004705
13422,이차원 혼합 비정렬 격자계 생성 프로그램(UHMgen),국내 저작권,대한민국,,,2010-08-26,2010-01-123-004704
13423,이차원 비정렬 혼합 격자 유동해석전처리기(USOS2DPre),국내 저작권,대한민국,,,2010-08-26,2010-01-123-004703
13424,비정렬 혼합 격자계 기반의 상대운동을 포함한 이차원 유동 해석 프로그램(USOS2D),국내 저작권,대한민국,,,2010-08-26,2010-01-123-004702
13425,KZK Equation을 이용한 파라메트릭 배열 특성 해석 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-123-004701
13426,Gaussian 음원의 파라메트릭 배열 특성 해석 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-123-004700
13427,Parametric 트랜스듀서를 이용한 On-Off Keying 변조방식 기반의 송수신 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-249-004699
13428,Parametric 트랜스듀서를 이용한 FSK 변조방식 기반의 송수신 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-249-004698
13429,능동진동제어를 위한 공기중 보강 쉘 고유진동 해석 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-123-004697
13430,펄스 형태에 따른 시역전 수치모델링 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004696
13431,시역전 수치모델링을 위한 해양환경 응답특성 시뮬레이현 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004695
13432,능동 시역전 통신 비트 오류율 분석 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004694
13433,협대역 통신 채널 시역전 신호 공간 분포 분석 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004733
13434,음파산란을 고려한 수중통신 신호 시뮬레이터,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004732
13435,수중통신 전달신호 모델링을 위한 해양환경 합성모델,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004731
13436,수중 통신 채널 파라미터 시뮬레이터,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004730
13437,LabVIEW를 이용한 수중 음향 통신 신호의 실시간 모니터링 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004729
13438,대어뢰전 복합 전술 시뮬레이션 프로그램(AnToSim),국내 저작권,대한민국,,,2010-08-26,2010-01-121-004728
13439,수상함 어뢰경보기 실시간 시뮬레이션 프로그램,국내 저작권,대한민국,,,2010-08-26,2010-01-121-004727
13440,위험 및 화약관리,국내 저작권,대한민국,,,2010-05-12,2010-01-159-002773
13441,물품관리,국내 저작권,대한민국,,,2010-05-12,2010-01-159-002772
13442,디지털 자료관리,국내 저작권,대한민국,,,2010-05-12,2010-01-117-002771
13443,3차원 복합재료의 섬유배향 분석 소프트웨어,국내 저작권,대한민국,,,2010-05-12,2010-01-123-002770
13444,토양의 압력-침하 시험 데이터 분석 프로그램,국내 저작권,대한민국,,,2010-05-12,2010-01-199-002769
13445,탐색기용 Lead-PI 제어기 설계 프로그램,국내 저작권,대한민국,,,2010-05-12,2010-01-121-002768
13446,탐색기용 강인 제어기 설계 프로그램,국내 저작권,대한민국,,,2010-05-12,2010-01-121-002767
13447,모의분석 적용효과 분석통계 프로그램,국내 저작권,대한민국,,,2010-05-12,2010-01-122-002766
13448,모의분석 자원관리를 위한 통합 레파지토리(MSSRR),국내 저작권,대한민국,,,2010-05-12,2010-01-179-002765
13449,인터넷 PC 문서 자동 삭제 프로그램,국내 저작권,대한민국,,,2010-05-12,2010-01-269-002764
13450,간행물용 RFID 기록관리 프로그램,국내 저작권,대한민국,,,2010-05-12,2010-01-119-002763
13451,비밀기록용 RFID 기록관리 프로그램,국내 저작권,대한민국,,,2010-05-12,2010-01-119-002762
13452,다축차량 하중분포 실시간 분석 프로그램,국내 저작권,대한민국,,,2010-04-06,2010-01-199-001934
13453,비교숙련도 시험결과 분석 프로그램,국내 저작권,대한민국,,,2010-04-05,2010-01-199-001933
13454,하이브리드 추진시스템 구동력 분산 프로그램,국내 저작권,대한민국,,,2010-04-04,2010-01-121-001932
13455,동특성 데이터 실시간 획득 프로그램,국내 저작권,대한민국,,,2010-04-03,2010-01-199-001931
13456,소형 계측시스템 적용 CAN 데이터 획득 프로그램,국내 저작권,대한민국,,,2010-04-02,2010-01-199-001930
13457,화생방 보고관리(ATP-45b) 및 작전제원 프로그램 V 1.0,국내 저작권,대한민국,,,2010-03-28,2010-01-129-001573
13458,화생방 보고관리 및 모델링(NBC_RAMS) 운용 프로그램 V 1.0,국내 저작권,대한민국,,,2010-03-27,2010-01-299-001572
13459,대기오염물질 도시지역 확산 모델링 프로그램 V 1.0,국내 저작권,대한민국,,,2010-03-26,2010-01-129-001571
13460,화생물질 오염확산 모델링 프로그램 V 1.0,국내 저작권,대한민국,,,2010-03-25,2010-01-129-001570
13461,연막확산 및 차장예측 프로그램 Ver 1.0,국내 저작권,대한민국,,,2010-03-24,2010-01-129-001569
13462,NBC 수치예보 기상 생성 프로그램,국내 저작권,대한민국,,,2010-03-23,2010-01-129-001568
13463,다목적 방사능 탐지모듈 내장 소프트웨어 Ver 1.0,국내 저작권,대한민국,,,2010-03-22,2010-01-129-001567
13464,Mass Spectrum Statistical Analysis Program Ver 1.0,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006458
13465,SVM 분류기를 사용한 영상의 질감특징 기반 지형분류 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006472
13466,컬러 모멘트와 웨이블릿 질감특징을 이용한 지형분류 SW,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006471
13467,국부특징을 이용한 영상기반 지형분류 알고리즘,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006452
13468,지형인지장치 운용을 위한 GUI SW,국내 저작권,대한민국,,,2009-11-24,2009-01-199-006470
13469,RTK-GPS를 이용한 최소회전직경분석 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-199-006469
13470,RTK-GPS를 이용한 주행편향분석 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-199-006468
13471,RTK-GPS를 이용한 제동성능분석 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-199-006467
13472,회전수 측정장치 점검 및 회전신허 분석 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006466
13473,고충격 측정 데이터 SRS 분석 및 응답내역 시뮬레이션,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006465
13474,성형파편군 또는 자탄군의 분포특성 해석 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-122-006464
13475,능동파괴체계 구성품 오차 기반 교전 성능 분석 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006463
13476,능동파괴체계 기본시제용 ICD 모니터링 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006476
13477,DSP기반 APS 위협예측 및 처리 소프트웨어 Ver 2.0,국내 저작권,대한민국,,,2009-11-24,2009-01-123-006475
13478,Vxworks기반 APS 위협대응 시스템제어 소프트웨어 Ver 2.0,국내 저작권,대한민국,,,2009-11-24,2009-01-212-006474
13479,오일러각 변환을 사용한 방향탐지 정확도 예측 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006473
13480,멀티베이스라인 방향탐지시스템의 방향탐지정확도 예측 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006462
13481,3차원 멀티베이스라인 방향탐지안테나 간격 산출 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006461
13482,2중 거리최소값을 적용한 방탐정확도 예측 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006460
13483,Tac-ELINT 시뮬레이션용 3차원 가시화 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006459
13484,대함 미사일 조우 전자전 장비 시뮬레이션 서버 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006457
13485,탐지시간별  주파수 도약신호의 도약대역 탐지율 분석 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006456
13486,AM 및 FM 음성통신에 대한 재밍효과 예측 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006455
13487,Random Access 기반의 무선 네트워크에서의 TCP 및 MAC 프로토콜 시뮬레이터,국내 저작권,대한민국,,,2009-11-24,2009-01-121-006454
13488,무선 전송링크의 상태정보를 고려한 전술 라우팅 및 운용 및 관리 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006453
13489,군용 회선 교환기의 VoIP 통화를 위한 트렁크 연동 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006451
13490,군용 자석식 전화기의 VoIP 통화를 위한 회선 연동 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-129-006449
13491,DEAP 자료구조에 이중 키 값과 패킷 클러스터링을 적용한 우선 순위 큐잉 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-249-006448
13492,개별 채널 방식의 채널 다중화 및 부채널 소거 시뮬레이터 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-243-006447
13493,위성 송수신 신호의 주파수 중첩 전송방식 분석 시뮬레이터 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-243-006450
13494,주파수 도약 DQPSK/GMSK 변조방식 위성링크 시뮬레이터 프로그램,국내 저작권,대한민국,,,2009-11-24,2009-01-243-006446
13495,HUD 및 MFD 구동 소프트웨어,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005145
13496,항전시스템 구성품 시뮬레이터 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005138
13497,전자보호 성능시험 레이더 펄스신호 수집 프로그램 (Ver. 1.0),국내 저작권,대한민국,,,2009-09-30,2009-01-129-005134
13498,고주파발생기 연동제어 잡음신호 발생 프로그램 (Ver. 1.0),국내 저작권,대한민국,,,2009-09-30,2009-01-129-005129
13499,함정 위치추적 안테나 구동제어 프로그램 (Ver. 1.0),국내 저작권,대한민국,,,2009-09-30,2009-01-129-005126
13500,레이더 펄스변조 고주파기억장치 제어 프로그램 (Ver. 1.0),국내 저작권,대한민국,,,2009-09-30,2009-01-129-005124
13501,WSA-423 체계 전자광학장비 표적정보 연동 및 도시 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005119
13502,SPLICE 미들웨어 다중 표적정보 연동 및 도시 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005115
13503,SPLICE 미들웨어 메시지 ID 추출 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005113
13504,비정상 열유속 기법을 이용한 표면 열유속 해석 프로그램 Ver1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005109
13505,소나 탐지성능 모의 분석용 운용통제 프로그램 Ver. 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005105
13506,소나 탐지성능 모의 분석용 3차원 영상 생성 프로그램 Ver. 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005102
13507,홍상어 낙하산 운동 분석 프로그램 (VLAParaMotion),국내 저작권,대한민국,,,2009-09-30,2009-01-121-005098
13508,SIMDIS 연동 데이터·시간 서버 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005096
13509,강제선회 모형시험 결과분석 프로그램 Ver. 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-122-005094
13510,RFID를 이용한 비밀자료 관리 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-119-005076
13511,RFID를 이용한 Off-Line 대출 반납 관리자 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-119-005074
13512,RFID 자료관리시스템 WEB 통계 제공 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-119-005072
13513,잠수함 수중방사소음 해석 프로그램(SUBURN Ver 1.0),국내 저작권,대한민국,,,2009-09-30,2009-01-123-005069
13514,수중운동체 속력 대비 추진동력 산출 프로그램 Ver 1.0(PSSP Ver 1.0),국내 저작권,대한민국,,,2009-09-30,2009-01-121-005156
13515,함정 동력계 감속비 최적화 프로그램 Ver 1.0(ORR Ver 1.0),국내 저작권,대한민국,,,2009-09-30,2009-01-121-005154
13516,함정 수중충격 M&S 전용 수치 시뮬레이터의 운용 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005151
13517,압력선체 끝막이 격벽 구조강도 계산 및 설계 프로그램 Ver 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005149
13518,압력선체 원통/원추부 구조강도 계산 및 설계 프로그램 Ver 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005148
13519,음향전 교전 효과도 분석 프로그램 Ver. 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005144
13520,대잠 소나체계의 탐지 효과도 분석 프로그램 Ver. 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005141
13521,예조건화를 통한 2차원 공동(Cavitation) 해석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005139
13522,3차원 수중운동체 공동(Cavitation) 해석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005135
13523,무인잠수정 운동 시뮬레이터 개발을 위한 무인잠수정 ARIES의 동역학 모델,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005132
13524,Ant Colony 최적화 기법과 스트림함수를 이용한 무인잠수정 3차원 경로 생성 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005165
13525,무인수중잠수정을 위한 스트림함수를 이용한 2차원 경로 생성 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005164
13526,무인잠수정 자율시스템의 임무 수행 프로그램 Ver. 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005163
13527,무인잠수정 자율시스템의 임무 계획 프로그램 Ver. 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005162
13528,Polyphase FFT 기반 중계기 부채널 스위칭 시뮬레이터,국내 저작권,대한민국,,,2009-09-30,2009-01-243-005161
13529,FFT-IFFT 방식의 간섭 신호 제거 알고리즘 시뮬레이터,국내 저작권,대한민국,,,2009-09-30,2009-01-243-005160
13530,고출력 증폭기 비선형성으로 인한 QPSK 및 QAM 신호 열화특성 분석 시뮬레이터,국내 저작권,대한민국,,,2009-09-30,2009-01-243-005159
13531,통신위성 중계기용 다단 부채널 역다중화 알고리즘 시뮬레이터,국내 저작권,대한민국,,,2009-09-30,2009-01-243-005158
13532,센서네트워크용 모바일 네트워크 컨트롤러 운용 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-243-005155
13533,한국형 합동전술데이터링크체계 공중용 전시화면 모의기 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-241-005153
13534,자바 기반 SIMPLE 프로토콜 모의기 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-242-005152
13535,TICN의 IP 네트워크 종합패킷분석 모의 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-249-005147
13536,TICN의 IP 네트워크 지역패킷통합 모의 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-249-005143
13537,TICN의 IP 네트워크 유선패킷수집 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-249-005136
13538,실장비 연동 군단급 전술정보통신망 모의 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-249-005131
13539,차량용 위성단말 SHF변환장치 운용 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-219-005128
13540,차량용 위성단말 SHF변환장치를 위한 전기적 성능 시험용 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-182-005122
13541,메시지 처리기 외부 모니터링 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-229-005117
13542,JTDLS(합동 전술데이터링크) 연동 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-229-005111
13543,KVMF 메시지 표준 관리 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-229-005107
13544,KVMF 메시지 명세 데이터베이스 생성 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-229-005104
13545,KVMF 메시지 송수신을 위한 SR 프로토콜 처리기,국내 저작권,대한민국,,,2009-09-30,2009-01-243-005103
13546,KVMF 메시지 송수신을 위한 응용프로토콜 처리기,국내 저작권,대한민국,,,2009-09-30,2009-01-243-005101
13547,로켓 비행궤적 모의분석 프로그램 (ATSIM),국내 저작권,대한민국,,,2009-09-30,2009-01-121-005100
13548,홍상어 함상비행시험 가시화 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005099
13549,지형정보를 이용한 레이더의 가시선 분석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005097
13550,다기능레이더 기만대응 알고리즘 검증 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005095
13551,다기능레이더 유도탄 추적 알고리즘 검증 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005093
13552,고체 추진기관 연소성능 모의 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005157
13553,수소연료 분사에 의한 2차원 초음속 연소 반응 유동장 해석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005150
13554,가변노즐 기본설계용 메카니즘 분석 프로그램(preVANMAP),국내 저작권,대한민국,,,2009-09-30,2009-01-129-005146
13555,플라즈마토치 유동에 의한 가열량 계산 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-123-005142
13556,고신뢰성 발사통제시스템을 위한 고장허용 통신 미들웨어,국내 저작권,대한민국,,,2009-09-30,2009-01-279-005140
13557,차량 탑재형 유도무기 발사대 유연기동 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005137
13558,RTI-DDS 기반 대공유도무기체계 교전정보망 모의 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005133
13559,CAN 통신과 Compact RIO를 이용한 구동장치 실시간 계측 및 점검 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005130
13560,아날로그식 공압구동장치 점검 프로그램 (Ver 1.0),국내 저작권,대한민국,,,2009-09-30,2009-01-189-005127
13561,Wraparound 핀을 가진 비대칭 로켓의 궤적 분석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005125
13562,Wraparound 핀을 가진 비대칭 로켓의 트림 및 미계수 산출 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005123
13563,합성 적외선 영상 검증 소프트웨어(SIRVS: Synthetic IR Scene Validation Software),국내 저작권,대한민국,,,2009-09-30,2009-01-129-005121
13564,해상통신환경의 지령송수신장치 무선통신링크 분석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-249-005120
13565,유도조종장치 탑재프로그램 다운로더,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005118
13566,유도조종장치 탑재SW 개발을 위한 1553B 인터페이스 모의프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005116
13567,LPX 전투체계 근접방어무기체계 감시 및 교전 통제 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005114
13568,LPX 전투체계 대함전 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005112
13569,LPX 전투체계 대공전 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005110
13570,LPX 전투체계 소프트키패널(SKP) 구성 관리 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005108
13571,LPX 전투체계 Link-11/위성 ISDL 동시 운용을 위한 전술표적 관리 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005106
13572,LPX 전투체계 항공통제 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005092
13573,LPX 전투체계 정보처리 케비넷 구성품 상태 감시 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005091
13574,LPX 전투체계 전술화면 지도전시 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005090
13575,LPX 전투체계 관리용 스테이션(SMS) 운용 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-199-005089
13576,인증 시스템 구축을 위한 인증기능 점검 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-265-005088
13577,음향정보 분석을 위한 보조정보 관리 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-113-005087
13578,자동 망전환 자료교환 장치 제어 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-211-005086
13579,다중 피접속이 가능한 전송 속도 측정 및 결과 산출 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-241-005085
13580,능동 접속이 가능한 국방망 전송 속도 측정 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-241-005084
13581,수온구조 통계예측 신뢰도 산출 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-122-005083
13582,한반도 근해역 수온구조 통계모드의 실시간 계수 추정 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-122-005082
13583,고해상 3차원 수온구조의 경험직교모드 분석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-122-005081
13584,유전자 알고리즘을 이용한 대잠 음향 탐색경로 분석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005080
13585,교전 수준의 수동소나 모의신호 생성 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005079
13586,교전 수준의 능동소나 모의신호 생성 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005078
13587,수동소나 표적식별용 함정 CLASS 소음원 발생 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005077
13588,수동소나 표적식별용 함정 CLASS 소음원 발생 신호음 검증 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005075
13589,자항식 기만기 송신음압 측정 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005073
13590,자항식 기만기 수신감도 측정 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-129-005071
13591,자항기기만기 효과도분석 프로그램,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005070
13592,어뢰방어체계 연동 시뮬레이션 프로그램 Ver. 1.0,국내 저작권,대한민국,,,2009-09-30,2009-01-121-005068
13593,차량동력계 냉각성능시험 자동화처리 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-199-004879
13594,차량동력계 구름저항시험 자동화처리 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-199-004877
13595,위성 전력시스템 설계 및 시뮬레이션 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-121-004874
13596,전달정렬을 위한 사격통제 장치 모의 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-211-004872
13597,GPSTime을 이용한 고속 시각동기화 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-211-004869
13598,레이저 관성항법장치 교정 성능평가 소프트웨어,국내 저작권,대한민국,,,2009-09-23,2009-01-129-004856
13599,지상항법장치용 제어표시기 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-211-004894
13600,복합지상항법 알고리즘 공분산해석 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-121-004878
13601,광섬유자이로 광학소자/광학부 특성분석 및 성능평가 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-129-004876
13602,다중 통신채널을 적용한 항법장치 제어표시기 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-211-004873
13603,GPS 재밍대응 신호처리기 제어표시 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-211-004871
13604,휴대폰망 다중분리 레이더 시뮬레이터,국내 저작권,대한민국,,,2009-09-23,2009-01-299-004870
13605,열영상장비 잡음 측정 및 분석 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-129-004860
13606,회전형 적외선 센서 시스템을 위한 모의 표적 합성 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-121-004857
13607,적외선 센서 시스템을 위한 복사 교정 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-121-004896
13608,시선 안정화구동장치용 외란관측기 제어 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-129-004895
13609,무선 센서네트워크의 망 제어 및 관리,국내 저작권,대한민국,,,2009-09-23,2009-01-241-004893
13610,표적 탐지& 식별 및 융합 알고리즘 검증용 시뮬레이터,국내 저작권,대한민국,,,2009-09-23,2009-01-121-004892
13611,초소형 PIR 센서기반 신호처리 및 경로 트래킹 프로그램,국내 저작권,대한민국,,,2009-09-23,2009-01-199-004891
13612,감시정찰 센서네트워크를 위한 멀티 쓰레드(Multi-thread) 방식의 실시간 초소형 운영체계 소프트웨어,국내 저작권,대한민국,,,2009-09-23,2009-01-219-004890
13613,감시정찰 센서네트워크용 보안 커널,국내 저작권,대한민국,,,2009-09-23,2009-01-269-004889
13614,무선 네트워크를 이용한 센서노드 원격 재프로그래밍 소프트웨어,국내 저작권,대한민국,,,2009-09-23,2009-01-279-004888
13615,센서네트워크용 내장 소프트웨어 통합개발환경(IDE),국내 저작권,대한민국,,,2009-09-23,2009-01-179-004887
13616,군용 감시정찰 센서네트워크 네트워크 계층 시뮬레이션,국내 저작권,대한민국,,,2009-09-23,2009-01-242-004886
13617,군용 감시정찰 센서네트워크 매체접근제어 계층 시뮬레이션,국내 저작권,대한민국,,,2009-09-23,2009-01-242-004885
